Country,Year,Month,Average Surface Temperature
Colombia,2031,9,26.141607599410236
Colombia,2031,10,25.343505600486424
Colombia,2031,11,24.26090939563528
Colombia,2031,12,23.05564619911911
Colombia,2032,1,22.409235411448208
Colombia,2032,2,23.57383224541718
Colombia,2032,3,24.528959242627934
Colombia,2032,4,25.342027517665883
Colombia,2032,5,26.013473501437147
Colombia,2032,6,26.499259931185406
Colombia,2032,7,26.73337684029775
Colombia,2032,8,26.65034254825605
Colombia,2032,9,26.20770465050464
Colombia,2032,10,25.408541008368957
Colombia,2032,11,24.323960738959613
Colombia,2032,12,23.115605205032807
Colombia,2033,1,22.45094013216385
Colombia,2033,2,23.623682007554635
Colombia,2033,3,24.584981815315587
Colombia,2033,4,25.402623631774077
Colombia,2033,5,26.077347312672828
Colombia,2033,6,26.56534948301214
Colombia,2033,7,26.800784527023097
Colombia,2033,8,26.71826557802069
Colombia,2033,9,26.27536550831519
Colombia,2033,10,25.475117919112563
Colombia,2033,11,24.388518130407647
Colombia,2033,12,23.177024170870027
Colombia,2034,1,22.493629679099286
Colombia,2034,2,23.67469077068108
Colombia,2034,3,24.64230421962293
Colombia,2034,4,25.464629581482768
Colombia,2034,5,26.14271265421212
Colombia,2034,6,26.632986468056515
Colombia,2034,7,26.869772275492323
Colombia,2034,8,26.78778054117811
Colombia,2034,9,26.34461193167317
Colombia,2034,10,25.543258305519885
Colombia,2034,11,24.45460370305318
Colombia,2034,12,23.239925336286433
Colombia,2035,1,22.537322213772313
Colombia,2035,2,23.72687734074225
Colombia,2035,3,24.700945852270706
Colombia,2035,4,25.52806530052203
Colombia,2035,5,26.209589943116043
Colombia,2035,6,26.70219173300302
Colombia,2035,7,26.94036130839322
Colombia,2035,8,26.858908982591856
Colombia,2035,9,26.415465733964993
Colombia,2035,10,25.612984195770878
Colombia,2035,11,24.522239646162234
Colombia,2035,12,23.304330997933903
Comoros,2025,1,23.26181489456667
Comoros,2025,2,24.78430354368993
Comoros,2025,3,25.781543140828035
Comoros,2025,4,26.460525495823276
Comoros,2025,5,26.932276388460195
Comoros,2025,6,27.234356558336913
Comoros,2025,7,27.353362694878342
Comoros,2025,8,27.247428427098384
Comoros,2025,9,26.868725313569485
Comoros,2025,10,26.185963832344896
Comoros,2025,11,25.20689437078272
Comoros,2025,12,24.00080821548636
Comoros,2026,1,23.294377389648616
Comoros,2026,2,24.824225233541256
Comoros,2026,3,25.827058164069058
Comoros,2026,4,26.510207349722805
Comoros,2026,5,26.984968391979237
Comoros,2026,6,27.289102315194214
Comoros,2026,7,27.40933655650315
Comoros,2026,8,27.303865955688707
Comoros,2026,9,26.924853745106702
Comoros,2026,10,26.24093253960109
Comoros,2026,11,25.25970532631709
Comoros,2026,12,24.050246454758053
Comoros,2027,1,23.32776546128389
Comoros,2027,2,24.86513867971462
Comoros,2027,3,25.873698537304335
Comoros,2027,4,26.561118078651816
Comoros,2027,5,27.038965244421888
Comoros,2027,6,27.345203861078517
Comoros,2027,7,27.46669463095259
Comoros,2027,8,27.361696122044123
Comoros,2027,9,26.982365757922707
Comoros,2027,10,26.297260807664316
Comoros,2027,11,25.31383937567898
Comoros,2027,12,24.100961391716737
Comoros,2028,1,23.361996928114422
Comoros,2028,2,24.907062332565147
Comoros,2028,3,25.92148328888743
Comoros,2028,4,26.613277235298483
Comoros,2028,5,27.094286968983397
Comoros,2028,6,27.402681636071975
Comoros,2028,7,27.525457721510065
Comoros,2028,8,27.420940038898152
Comoros,2028,9,27.041282720490017
Comoros,2028,10,26.35497020702769
Comoros,2028,11,25.369318237667358
Comoros,2028,12,24.15297483982158
Comoros,2029,1,23.397089656727076
Comoros,2029,2,24.95001469114959
Comoros,2029,3,25.970431496710262
Comoros,2029,4,26.666704422595103
Comoros,2029,5,27.15095364004901
Comoros,2029,6,27.461556132232545
Comoros,2029,7,27.58564668415511
Comoros,2029,8,27.481618872498984
Comoros,2029,9,27.101626055639827
Comoros,2029,10,26.414082363405214
Comoros,2029,11,25.426163687106055
Comoros,2029,12,24.206308669316968
Comoros,2030,1,23.43306156159906
Comoros,2030,2,24.994014303291806
Comoros,2030,3,26.020562288170368
Comoros,2030,4,26.72141929387817
Comoros,2030,5,27.20898538313213
Comoros,2030,6,27.521847893557606
Comoros,2030,7,27.647282427672508
Comoros,2030,8,27.54375384272589
Comoros,2030,9,27.163417240576564
Comoros,2030,10,26.474618957655366
Comoros,2030,11,25.48439755482923
Comoros,2030,12,24.26098480726887
Comoros,2031,1,23.469930605203444
Comoros,2031,2,25.03907976559003
Comoros,2031,3,26.07189484030914
Comoros,2031,4,26.777441552892014
Comoros,2031,5,27.26840237495435
Comoros,2031,6,27.583577516089463
Comoros,2031,7,27.7103859137178
Comoros,2031,8,27.6073662230674
Comoros,2031,9,27.22667780698339
Comoros,2031,10,26.53660172590844
Comoros,2031,11,25.544041727714102
Comoros,2031,12,24.317025237641246
Comoros,2032,1,23.50771479803825
Comoros,2032,2,25.085229723471457
Comoros,2032,3,26.124448379760906
Comoros,2032,4,26.834790953796073
Comoros,2032,5,27.329224843532756
Comoros,2032,6,27.646765647915345
Comoros,2032,7,27.774978156755424
Comoros,2032,8,27.672477340697696
Comoros,2032,9,27.291429341018556
Comoros,2032,10,26.60005245960292
Comoros,2032,11,25.605118148760994
Comoros,2032,12,24.37445200123784
Comoros,2033,1,23.546432198677394
Comoros,2033,2,25.13248287125043
Comoros,2033,3,26.17824218291662
Comoros,2033,4,26.893487301292225
Comoros,2033,5,27.39147306815812
Comoros,2033,6,27.711432989240166
Comoros,2033,7,27.841080224218786
Comoros,2033,8,27.73910857654937
Comoros,2033,9,27.35769348339909
Comoros,2033,10,26.664993005521865
Comoros,2033,11,25.66764881715153
Comoros,2033,12,24.433287195938647
Comoros,2034,1,23.58610091382525
Comoros,2034,2,25.18085795220486
Comoros,2034,3,26.23329557584384
Comoros,2034,4,26.953550450610237
Comoros,2034,5,27.455167379474915
Comoros,2034,6,27.777600292459283
Comoros,2034,7,27.908713236473886
Comoros,2034,8,27.807281365302515
Comoros,2034,9,27.425491929393502
Comoros,2034,10,26.731445265832917
Comoros,2034,11,25.731655788208627
Comoros,2034,12,24.49355297652164
Comoros,2035,1,23.626739098316648
Comoros,2035,2,25.230373758521637
Comoros,2035,3,26.289627934417695
Comoros,2035,4,27.01500030754778
Comoros,2035,5,27.52032815953953
Comoros,2035,6,27.845288362129395
Comoros,2035,7,27.97789836694301
Comoros,2035,8,27.877017195475673
Comoros,2035,9,27.49484642891639
Comoros,2035,10,26.799431198153798
Comoros,2035,11,25.797161173531094
Comoros,2035,12,24.555271554881074
Congo,2025,1,22.909771319861647
Congo,2025,2,24.286713613976644
Congo,2025,3,25.249689405170102
Congo,2025,4,25.958316030007154
Congo,2025,5,26.48605153925837
Congo,2025,6,26.84269568774198
Congo,2025,7,26.996890924224317
Congo,2025,8,26.898623381418474
Congo,2025,9,26.501723865753775
Congo,2025,10,25.78636884735988
Congo,2025,11,24.78158144988356
Congo,2025,12,23.58773244047643
Congo,2026,1,22.943227099979595
Congo,2026,2,24.327387212685608
Congo,2026,3,25.29582415407367
Congo,2026,4,26.00849993594693
Congo,2026,5,26.539147747266725
Congo,2026,6,26.89777294414762
Congo,2026,7,27.053154039659603
Congo,2026,8,26.95534369377583
Congo,2026,9,26.558169703247586
Congo,2026,10,25.8417359915411
Congo,2026,11,24.834923598665227
Congo,2026,12,23.63789167115192
Congo,2027,1,22.97751988906475
Congo,2027,2,24.369065157506157
Congo,2027,3,25.34309787303664
Congo,2027,4,26.059927240109573
Congo,2027,5,26.593564103412973
Congo,2027,6,26.954221937726288
Congo,2027,7,27.110817837857212
Congo,2027,8,27.013473508513016
Congo,2027,9,26.616016254215538
Congo,2027,10,25.898479969183427
Congo,2027,11,24.889606127247134
Congo,2027,12,23.68934477172388
Congo,2028,1,23.01266750852392
Congo,2028,2,24.41176590388659
Congo,2028,3,25.391529597848603
Congo,2028,4,26.1126175050058
Congo,2028,5,26.64932064311597
Congo,2028,6,27.012063123130247
Congo,2028,7,27.169903139009875
Congo,2028,8,27.07303395764484
Congo,2028,9,26.675284908768845
Congo,2028,10,25.956622374801555
Congo,2028,11,24.945650780807227
Congo,2028,12,23.74211358438788
Congo,2029,1,23.048687827610593
Congo,2029,2,24.45550795597319
Congo,2029,3,25.441138413855697
Congo,2029,4,26.16659034336135
Congo,2029,5,26.70643745288271
Congo,2029,6,27.071317006900244
Congo,2029,7,27.230430815995533
Congo,2029,8,27.134046226678947
Congo,2029,9,26.73599711132647
Congo,2029,10,26.01618485802919
Congo,2029,11,25.00307936050467
Congo,2029,12,23.796220008062846
Congo,2030,1,23.085598763537746
Congo,2030,2,24.500309866646603
Congo,2030,3,25.49194345588785
Congo,2030,4,26.22186541834253
Congo,2030,5,26.76493467038108
Congo,2030,6,27.132004147571024
Congo,2030,7,27.292421794501024
Congo,2030,8,27.196531554732246
Congo,2030,9,26.798174360738813
Congo,2030,10,26.07718912371365
Congo,2030,11,25.061913723516227
Congo,2030,12,23.851685998551147
Congo,2031,1,23.123418281441445
Congo,2031,2,24.54619023755822
Congo,2031,3,25.543963908364276
Congo,2031,4,26.27846244340708
Congo,2031,5,26.82483248450899
Congo,2031,6,27.19414515565677
Congo,2031,7,27.35589705296752
Congo,2031,8,27.26051123450179
Congo,2031,9,26.861838210247697
Congo,2031,10,26.13965693195587
Congo,2031,11,25.12217578300715
Congo,2031,12,23.90853356844036
Congo,2032,1,23.162164394479078
Congo,2032,2,24.593167719137455
Congo,2032,3,25.59721900534805
Congo,2032,4,26.336401182515147
Congo,2032,5,26.88615113533251
Congo,2032,6,27.257760693742057
Congo,2032,7,27.420877622754233
Congo,2032,8,27.326006612384845
Congo,2032,9,26.927010267591868
Congo,2032,10,26.203610098084937
Congo,2032,11,25.183887508287626
Congo,2032,12,23.96678478723061
Congo,2033,1,23.201855163851178
Congo,2033,2,24.641261010700873
Congo,2033,3,25.651728030538834
Congo,2033,4,26.39570145003836
Congo,2033,5,26.948910914256885
Congo,2033,6,27.322871476474575
Congo,2033,7,27.48738458806929
Congo,2033,8,27.393039088457044
Congo,2033,9,26.993712194981526
Congo,2033,10,26.26907049280362
Congo,2033,11,25.247070924772743
Congo,2033,12,24.026461781370926
Congo,2034,1,23.242508698896017
Congo,2034,2,24.690488860503137
Congo,2034,3,25.707510317360175
Congo,2034,4,26.456383110927163
Congo,2034,5,27.013132164004674
Congo,2034,6,27.389498270659715
Congo,2034,7,27.555439086104343
Congo,2034,8,27.461630116570632
Congo,2034,9,27.06196570924385
Congo,2034,10,26.336060042166537
Congo,2034,11,25.311748114037073
Congo,2034,12,24.08758673430293
Congo,2035,1,23.284143157016842
Congo,2035,2,24.74087006568243
Congo,2035,3,25.764585249003176
Congo,2035,4,26.5184660806417
Congo,2035,5,27.078835278648512
Congo,2035,6,27.457661895286037
Congo,2035,7,27.625062307001826
Congo,2035,8,27.531801204350813
Congo,2035,9,27.13179258177206
Congo,2035,10,26.40460072760561
Congo,2035,11,25.37794121393108
Congo,2035,12,24.150181886475366
Cook Islands,2025,1,22.696867578496494
Cook Islands,2025,2,23.993855642475864
Cook Islands,2025,3,24.9403287985524
Cook Islands,2025,4,25.6685543592439
Cook Islands,2025,5,26.230310774580175
Cook Islands,2025,6,26.619388621952567
Cook Islands,2025,7,26.794091596043472
Cook Islands,2025,8,26.69973749865767
Cook Islands,2025,9,26.291159228699144
Cook Islands,2025,10,25.55520577203879
Cook Islands,2025,11,24.533243191367546
Cook Islands,2025,12,23.34365561618779
Cook Islands,2026,1,22.730850691933483
Cook Islands,2026,2,24.034976263276803
Cook Islands,2026,3,24.986835256376253
Cook Islands,2026,4,25.719042733108836
Cook Islands,2026,5,26.283655355849078
Cook Islands,2026,6,26.67467237735127
Cook Islands,2026,7,26.850536630697206
Cook Islands,2026,8,26.756635519094743
Cook Islands,2026,9,26.347802005894664
Cook Islands,2026,10,25.61081560440016
Cook Islands,2026,11,24.586903367763625
Cook Islands,2026,12,23.394240878970777
Cook Islands,2027,1,22.76567728836835
Cook Islands,2027,2,24.077108377555305
Cook Islands,2027,3,25.034488431502723
Cook Islands,2027,4,25.7707827788372
Cook Islands,2027,5,26.338328811712017
Cook Islands,2027,6,26.731336975762133
Cook Islands,2027,7,26.908391759819096
Cook Islands,2027,8,26.81495268600065
Cook Islands,2027,9,26.405855299502036
Cook Islands,2027,10,25.667812158500055
Cook Islands,2027,11,24.641913824111725
Cook Islands,2027,12,23.446129850196485
Cook Islands,2028,1,22.80136519059033
Cook Islands,2028,2,24.120270443571826
Cook Islands,2028,3,25.08330736388325
Cook Islands,2028,4,25.82379406439668
Cook Islands,2028,5,26.394351184507286
Cook Islands,2028,6,26.789402880059242
Cook Islands,2028,7,26.96767781321705
Cook Islands,2028,8,26.87471014235871
Cook Islands,2028,9,26.465340511976137
Cook Islands,2028,10,25.726217042597455
Cook Islands,2028,11,24.698296320683767
Cook Islands,2028,12,23.499344388475038
Cook Islands,2029,1,22.837932269282646
Cook Islands,2029,2,24.164480968215685
Cook Islands,2029,3,25.133311142978528
Cook Islands,2029,4,25.8780962080682
Cook Islands,2029,5,26.45174256757764
Cook Islands,2029,6,26.8488906050452
Cook Islands,2029,7,27.02841567334417
Cook Islands,2029,8,26.935929084597774
Cook Islands,2029,9,26.526279100054126
Cook Islands,2029,10,25.786051920019418
Cook Islands,2029,11,24.756072673703784
Cook Islands,2029,12,23.55390640917267
Cook Islands,2030,1,22.875396443015234
Cook Islands,2030,2,24.209758507132392
Cook Islands,2030,3,25.18451890772576
Cook Islands,2030,4,25.933708878438665
Cook Islands,2030,5,26.510523105463108
Cook Islands,2030,6,26.909820717465664
Cook Islands,2030,7,27.09062627548792
Cook Islands,2030,8,26.998630762825087
Cook Islands,2030,9,26.58869257491915
Cook Islands,2030,10,25.847338509277506
Cook Islands,2030,11,24.815264755362477
Cook Islands,2030,12,23.609837884506305
Cook Islands,2031,1,22.913775678302954
Cook Islands,2031,2,24.25612166466908
Cook Islands,2031,3,25.23694984667327
Cook Islands,2031,4,25.990651794488258
Cook Islands,2031,5,26.57071299386098
Cook Islands,2031,6,26.972213836053015
Cook Islands,2031,7,27.15433060768646
Cook Islands,2031,8,27.062836480684382
Cook Islands,2031,9,26.65260250211668
Cook Islands,2031,10,25.910098584147818
Cook Islands,2031,11,24.875894493926353
Cook Islands,2031,12,23.66716084345262
Cook Islands,2032,1,22.953087989689266
Cook Islands,2032,2,24.30358909404913
Cook Islands,2032,3,25.29062319796958
Cook Islands,2032,4,26.04894472560136
Cook Islands,2032,5,26.632332479705838
Cook Islands,2032,6,27.03609063155909
Cook Islands,2032,7,27.219549710815954
Cook Islands,2032,8,27.128567595472305
Cook Islands,2032,9,26.718030501649082
Cook Islands,2032,10,25.97435397364552
Cook Islands,2032,11,24.937983873690428
Cook Islands,2032,12,23.725897371919018
Cook Islands,2033,1,22.99335143971348
Cook Islands,2033,2,24.3521794972703
Cook Islands,2033,3,25.345558249392525
Cook Islands,2033,4,26.108607491635667
Cook Islands,2033,5,26.6954018612023
Cook Islands,2033,6,27.10147182682431
Cook Islands,2033,7,27.28630467865969
Cook Islands,2033,8,27.195845518171154
Cook Islands,2033,9,26.784998248055672
Cook Islands,2033,10,26.04012656208306
Cook Islands,2033,11,25.00155493506918
Cook Islands,2033,12,23.786069612732717
Cook Islands,2034,1,23.0345841390199
Cook Islands,2034,2,24.40191162528299
Cook Islands,2034,3,25.40177433844383
Cook Islands,2034,4,26.169659962944024
Cook Islands,2034,5,26.75994148785776
Cook Islands,2034,6,27.168378196832236
Cook Islands,2034,7,27.354616657933548
Cook Islands,2034,8,27.264691713572574
Cook Islands,2034,9,26.853527470390873
Cook Islands,2034,10,26.10743828916111
Cook Islands,2034,11,25.066629774680223
Cook Islands,2034,12,23.84769976568805
Cook Islands,2035,1,23.07680424638329
Cook Islands,2035,2,24.45280427794296
Cook Islands,2035,3,25.459290852367303
Cook Islands,2035,4,26.23212206045082
Cook Islands,2035,5,26.825971760562425
Cook Islands,2035,6,27.236830568709593
Cook Islands,2035,7,27.42450684830419
Cook Islands,2035,8,27.335127700172052
Cook Islands,2035,9,26.923639952322446
Cook Islands,2035,10,26.176311149961293
Cook Islands,2035,11,25.133230545311562
Cook Islands,2035,12,23.91081008758283
Costa Rica,2025,1,21.39493171713275
Costa Rica,2025,2,22.300274062611606
Costa Rica,2025,3,23.197143455651712
Costa Rica,2025,4,24.06594414385927
Costa Rica,2025,5,24.838195762903524
Costa Rica,2025,6,25.419034326344445
Costa Rica,2025,7,25.709713215591364
Costa Rica,2025,8,25.630104169737933
Costa Rica,2025,9,25.141198275524403
Costa Rica,2025,10,24.267606957172575
Costa Rica,2025,11,23.12006296634081
Costa Rica,2025,12,21.91792137196626
Costa Rica,2026,1,21.431974161915605
Costa Rica,2026,2,22.344026223659057
Costa Rica,2026,3,23.245877257956636
Costa Rica,2026,4,24.11829639539883
Costa Rica,2026,5,24.89309861766469
Costa Rica,2026,6,25.47564574730586
Costa Rica,2026,7,25.76734743774523
Costa Rica,2026,8,25.688162163177367
Costa Rica,2026,9,25.19909820837438
Costa Rica,2026,10,24.324714658673656
Costa Rica,2026,11,23.17562238980554
Costa Rica,2026,12,21.970985057855614
Costa Rica,2027,1,21.46989434149964
Costa Rica,2027,2,22.388827938762006
Costa Rica,2027,3,23.29579923723668
Costa Rica,2027,4,24.17194476793611
Costa Rica,2027,5,24.949377375950462
Costa Rica,2027,6,25.53368721031893
Costa Rica,2027,7,25.826442713926554
Costa Rica,2027,8,25.747691613448296
Costa Rica,2027,9,25.258461909191283
Costa Rica,2027,10,24.383262864991593
Costa Rica,2027,11,23.232585998161994
Costa Rica,2027,12,22.02540606934872
Costa Rica,2028,1,21.508710084218364
Costa Rica,2028,2,22.434697679310375
Costa Rica,2028,3,23.34692845421978
Costa Rica,2028,4,24.226908857807757
Costa Rica,2028,5,25.007052116045998
Costa Rica,2028,6,25.593179221884384
Costa Rica,2028,7,25.887019925129607
Costa Rica,2028,8,25.808713722371067
Costa Rica,2028,9,25.319310846870394
Costa Rica,2028,10,24.44327325843642
Costa Rica,2028,11,23.29097563338746
Costa Rica,2028,12,22.08120635436444
Costa Rica,2029,1,21.548439266222886
Costa Rica,2029,2,22.48165396530112
Costa Rica,2029,3,23.39928401902671
Costa Rica,2029,4,24.283208311598173
Costa Rica,2029,5,25.066142967288215
Costa Rica,2029,6,25.654142340369617
Costa Rica,2029,7,25.94910000501568
Costa Rica,2029,8,25.871249745207933
Costa Rica,2029,9,25.381666544574728
Costa Rica,2029,10,24.50476757636079
Costa Rica,2029,11,23.350813193313115
Costa Rica,2029,12,22.138407917512268
Costa Rica,2030,1,21.58909981148554
Costa Rica,2030,2,22.529715365367338
Costa Rica,2030,3,23.4528850912875
Costa Rica,2030,4,24.34086282615408
Costa Rica,2030,5,25.12667011002577
Costa Rica,2030,6,25.716597175968673
Costa Rica,2030,7,26.012703939923995
Costa Rica,2030,8,25.9353209906958
Costa Rica,2030,9,25.445550579775045
Costa Rica,2030,10,24.5677676112291
Costa Rica,2030,11,23.412120631704056
Costa Rica,2030,12,22.19703282014325
Costa Rica,2031,1,21.630709691865377
Costa Rica,2031,2,22.578900496843744
Costa Rica,2031,3,23.507750880061394
Costa Rica,2031,4,24.399892148635445
Costa Rica,2031,5,25.188653775793682
Costa Rica,2031,6,25.780564390818654
Costa Rica,2031,7,26.077852768929915
Costa Rica,2031,8,26.000948821162638
Costa Rica,2031,9,25.510984584282596
Costa Rica,2031,10,24.632295210675693
Costa Rica,2031,11,23.474919958262944
Costa Rica,2031,12,22.257103180386366
Costa Rica,2032,1,21.673286927144545
Costa Rica,2032,2,22.629228025792145
Costa Rica,2032,3,23.56390064400057
Costa Rica,2032,4,24.460316076526397
Costa Rica,2032,5,25.252114247215104
Costa Rica,2032,6,25.846064699036106
Costa Rica,2032,7,26.144567583866774
Costa Rica,2032,8,26.068154652462
Costa Rica,2032,9,25.57799024428914
Costa Rica,2032,10,24.69837227748667
Costa Rica,2032,11,23.539233238731867
Costa Rica,2032,12,22.31864117311943
Costa Rica,2033,1,21.71684958507194
Costa Rica,2033,2,22.68071666704509
Costa Rica,2033,3,23.62135369133921
Costa Rica,2033,4,24.522154457711622
Costa Rica,2033,5,25.317071858165036
Costa Rica,2033,6,25.91311886672429
Costa Rica,2033,7,26.21286952939863
Costa Rica,2033,8,26.136959954100348
Costa Rica,2033,9,25.646589300450614
Costa Rica,2033,10,24.76602076975996
Costa Rica,2033,11,23.6050825948887
Costa Rica,2033,12,22.381669030172816
Costa Rica,2034,1,21.76141578143597
Costa Rica,2034,2,22.73338518429682
Costa Rica,2034,3,23.680129379915343
Costa Rica,2034,4,24.585427190563678
Costa Rica,2034,5,25.383546993752134
Costa Rica,2034,6,25.981747712067772
Costa Rica,2034,7,26.28277980308212
Costa Rica,2034,8,26.207386249269803
Costa Rica,2034,9,25.716803547876225
Costa Rica,2034,10,24.835262700828935
Costa Rica,2034,11,23.672490204619862
Costa Rica,2034,12,22.446209040234862
Costa Rica,2035,1,21.807003680042726
Costa Rica,2035,2,22.78725239007781
Costa Rica,2035,3,23.740247117261788
Costa Rica,2035,4,24.650154223877507
Costa Rica,2035,5,25.451560090373277
Costa Rica,2035,6,26.051972105328787
Costa Rica,2035,7,26.35431965531552
Costa Rica,2035,8,26.27945511485177
Costa Rica,2035,9,25.78865483620484
Costa Rica,2035,10,24.906120139367886
Costa Rica,2035,11,23.741478301920324
Costa Rica,2035,12,22.512283548942833
Cote d'Ivoire,2025,1,24.098103164768872
Cote d'Ivoire,2025,2,26.058830352551922
Cote d'Ivoire,2025,3,27.185469155044302
Cote d'Ivoire,2025,4,27.8127046568452
Cote d'Ivoire,2025,5,28.15291863731636
Cote d'Ivoire,2025,6,28.318690560471623
Cote d'Ivoire,2025,7,28.345298564899167
Cote d'Ivoire,2025,8,28.213220453654685
Cote d'Ivoire,2025,9,27.870634684165452
Cote d'Ivoire,2025,10,27.25592135809802
Cote d'Ivoire,2025,11,26.32016321125866
Cote d'Ivoire,2025,12,25.049646603530164
Cote d'Ivoire,2026,1,24.12840261630936
Cote d'Ivoire,2026,2,26.09688384021956
Cote d'Ivoire,2026,3,27.2294826847874
Cote d'Ivoire,2026,4,27.861209315070482
Cote d'Ivoire,2026,5,28.204701053838107
Cote d'Ivoire,2026,6,28.37272337162085
Cote d'Ivoire,2026,7,28.400670876465483
Cote d'Ivoire,2026,8,28.269068303951826
Cote d'Ivoire,2026,9,27.926071507013148
Cote d'Ivoire,2026,10,27.309968445865707
Cote d'Ivoire,2026,11,26.371680177894632
Cote d'Ivoire,2026,12,25.097261847565278
Cote d'Ivoire,2027,1,24.159495462024097
Cote d'Ivoire,2027,2,26.135893838571974
Cote d'Ivoire,2027,3,27.274583597071796
Cote d'Ivoire,2027,4,27.910902500404518
Cote d'Ivoire,2027,5,28.257745932264697
Cote d'Ivoire,2027,6,28.42806788706457
Cote d'Ivoire,2027,7,28.457381959834493
Cote d'Ivoire,2027,8,28.326262336043328
Cote d'Ivoire,2027,9,27.982844781629865
Cote d'Ivoire,2027,10,27.36532763276864
Cote d'Ivoire,2027,11,26.42447278587224
Cote d'Ivoire,2027,12,25.14610668741898
Cote d'Ivoire,2028,1,24.19139951132911
Cote d'Ivoire,2028,2,26.175878782411928
Cote d'Ivoire,2028,3,27.320790898295854
Cote d'Ivoire,2028,4,27.961803737210175
Cote d'Ivoire,2028,5,28.312073261183286
Cote d'Ivoire,2028,6,28.484744505961316
Cote d'Ivoire,2028,7,28.515452570930393
Cote d'Ivoire,2028,8,28.384823609002524
Cote d'Ivoire,2028,9,28.04097581646147
Cote d'Ivoire,2028,10,27.422020422946844
Cote d'Ivoire,2028,11,26.478562681329095
Cote d'Ivoire,2028,12,25.19620285750443
Cote d'Ivoire,2029,1,24.224132621599892
Cote d'Ivoire,2029,2,26.21685715525473
Cote d'Ivoire,2029,3,27.368123644494517
Cote d'Ivoire,2029,4,28.013932600261796
Cote d'Ivoire,2029,5,28.36770308038558
Cote d'Ivoire,2029,6,28.5427736794054
Cote d'Ivoire,2029,7,28.574903518529936
Cote d'Ivoire,2029,8,28.444773235471985
Cote d'Ivoire,2029,9,28.10048597439254
Cote d'Ivoire,2029,10,27.480068375790324
Cote d'Ivoire,2029,11,26.53397156641313
Cote d'Ivoire,2029,12,25.247572149078223
Cote d'Ivoire,2030,1,24.25771269820416
Cote d'Ivoire,2030,2,26.25884748946646
Cote d'Ivoire,2030,3,27.416600941237448
Cote d'Ivoire,2030,4,28.0673087146979
Cote d'Ivoire,2030,5,28.42465548088603
Cote d'Ivoire,2030,6,28.60217591057244
Cote d'Ivoire,2030,7,28.635755664200587
Cote d'Ivoire,2030,8,28.506132381765383
Cote d'Ivoire,2030,9,28.16139667274274
Cote d'Ivoire,2030,10,27.539493105935435
Cote d'Ivoire,2030,11,26.5907211993881
Cote d'Ivoire,2030,12,25.300236410280377
Cote d'Ivoire,2031,1,24.292157694541856
Cote d'Ivoire,2031,2,26.301868366202143
Cote d'Ivoire,2031,3,27.466241943800014
Cote d'Ivoire,2031,4,28.12195175616307
Cote d'Ivoire,2031,5,28.48295060496912
Cote d'Ivoire,2031,6,28.66297175467207
Cote d'Ivoire,2031,7,28.698029922420574
Cote d'Ivoire,2031,8,28.568922267922062
Cote d'Ivoire,2031,9,28.2237293833723
Cote d'Ivoire,2031,10,27.600316283315806
Cote d'Ivoire,2031,11,26.648833394593566
Cote d'Ivoire,2031,12,25.35421754618892
Cote d'Ivoire,2032,1,24.327485612121563
Cote d'Ivoire,2032,2,26.34593841555852
Cote d'Ivoire,2032,3,27.517065857156012
Cote d'Ivoire,2032,4,28.177881450789755
Cote d'Ivoire,2032,5,28.542608646243934
Cote d'Ivoire,2032,6,28.72518181909345
Cote d'Ivoire,2032,7,28.761747260615266
Cote d'Ivoire,2032,8,28.633164167677933
Cote d'Ivoire,2032,9,28.287505632652937
Cote d'Ivoire,2032,10,27.662559633275123
Cote d'Ivoire,2032,11,26.70833002260497
Cote d'Ivoire,2032,12,25.409537518830803
Cote d'Ivoire,2033,1,24.3637145005423
Cote d'Ivoire,2033,2,26.391076316555882
Cote d'Ivoire,2033,3,27.569091936003133
Cote d'Ivoire,2033,4,28.23511757525648
Cote d'Ivoire,2033,5,28.60364984964781
Cote d'Ivoire,2033,6,28.788826763336147
Cote d'Ivoire,2033,7,28.826928699146265
Cote d'Ivoire,2033,8,28.698879408552784
Cote d'Ivoire,2033,9,28.35274700154423
Cote d'Ivoire,2033,10,27.726244936498006
Cote d'Ivoire,2033,11,26.769233010102653
Cote d'Ivoire,2033,12,25.466218347251015
Cote d'Ivoire,2034,1,24.40086245762086
Cote d'Ivoire,2034,2,26.437300797203534
Cote d'Ivoire,2034,3,27.622339484842996
Cote d'Ivoire,2034,4,28.293679956864253
Cote d'Ivoire,2034,5,28.6660945115882
Cote d'Ivoire,2034,6,28.853927299155657
Cote d'Ivoire,2034,7,28.893595311435092
Cote d'Ivoire,2034,8,28.76608937194851
Cote d'Ivoire,2034,9,28.419475125702775
Cote d'Ivoire,2034,10,27.79139402916644
Cote d'Ivoire,2034,11,26.831564340119257
Cote d'Ivoire,2034,12,25.524282107596264
Cote d'Ivoire,2035,1,24.438947629355425
Cote d'Ivoire,2035,2,26.484630634518
Cote d'Ivoire,2035,3,27.676827857995704
Cote d'Ivoire,2035,4,28.35358847352927
Cote d'Ivoire,2035,5,28.72996297985901
Cote d'Ivoire,2035,6,28.92050419055613
Cote d'Ivoire,2035,7,28.96176822396319
Cote d'Ivoire,2035,8,28.834815493065435
Cote d'Ivoire,2035,9,28.487711695391226
Cote d'Ivoire,2035,10,27.858028802912486
Cote d'Ivoire,2035,11,26.895346051945126
